Licence No,Licence Category,Trading As,Address,Suburb,Postcode,Postal Address,Postal Suburb,Postal Postcode,Council Name,Licensee,
36104454,Limited Licence,WAVERLEY GOLF CLUB,82 BERGINS ROAD,ROWVILLE,3178,82 BERGINS ROAD,ROWVILLE,3178,KNOX CITY COUNCIL,WAVERLEY GOLF CLUB LTD,
36104501,Limited Licence,SYDENHAM PARK SOCCER CLUB,KEILOR LODGE RESERVE,TAYLORS LAKES,3038,PO BOX 2502,TAYLORS LAKES,3038,BRIMBANK CITY COUNCIL,SYDENHAM PARK SOCCER CLUB INC,
36104527,Limited Licence,DI FIORE ESTATE,1 BEENAK ROAD,WANDIN NORTH,3139,1 BEENAK ROAD,WANDIN NORTH,3139,YARRA RANGES SHIRE COUNCIL,PETER DI FIORE,
36104535,Limited Licence,GELLIBRAND CRICKET CLUB,DIGMAN RESERVE HOBSONS ROAD,NEWPORT,3015,6 VERDON STREET HOBSONS ROAD,WILLIAMSTOWN,3016,HOBSONS BAY CITY COUNCIL,GELLIBRAND CRICKET CLUB INC,
36104690,Limited Licence,THE AVONDALE HEIGHTS SPORTING CLUB,CANNING STREET,AVONDALE HEIGHTS,3034,PO BOX 154,AVONDALE HEIGHTS,3034,MOONEE VALLEY CITY COUNCIL,THE AVONDALE HEIGHTS SPORTING CLUB INC,
36104721,Limited Licence,MARTHA COVE VINEYARD,160 HARRISONS ROAD,RED HILL,3937,160 HARRISONS ROAD,RED HILL,3937,MORNINGTON PENINSULA SHIRE COUNCIL,MARTHA COVE VINEYARD PTY LTD,
36104747,Limited Licence,RICHMOND UNION BOWLING CLUB,2 GLEADELL STREET,RICHMOND,3121,PO BOX 21,RICHMOND,3121,YARRA CITY COUNCIL,RICHMOND UNION BOWLING CLUB,
36104755,Limited Licence,AUSTRALIAN CROATIAN SENIOR CITIZENS CLUB OF CLIFTO,69 HODGKINSON STREET,CLIFTON HILL,3068,PO BOX 157,CLIFTON HILL,3068,YARRA CITY COUNCIL,AUSTRALIAN CROATIAN SENIOR CITIZENS CLUB OF CLIFTON HILL INC,
36104763,Limited Licence,BAXTER SOCCER CLUB,BAXTER PARK CNR SAGES & FRANKSTON/FLINDERS ROAD,BAXTER,3911,PO BOX 15 CNR SAGES & FRANKSTON/FLINDERS ROAD,BAXTER,3911,FRANKSTON CITY COUNCIL,BAXTER SOCCER CLUB INC,
36104789,Limited Licence,BALLAM PARK CRICKET CLUB,BALLAM PARK CRICKET CLUB PAVILION NARANGA CRESCENT,FRANKSTON,3199,PO BOX 7119 NARANGA CRESCENT,KARINGAL,3199,FRANKSTON CITY COUNCIL,BALLAM PARK CRICKET CLUB INC,
36104810,Limited Licence,SELADOR WINES,19 BRUCE STREET,PRESTON,3072,19 BRUCE STREET,PRESTON,3072,DAREBIN CITY COUNCIL,SELADOR WINES PTY LTD,
36104836,Limited Licence,SOKOL MELBOURNE,497 QUEENSBERRY STREET,NORTH MELBOURNE,3051,PO BOX 794,NORTH MELBOURNE,3051,MELBOURNE CITY COUNCIL,SOKOL MELBOURNE INC,
36104852,Limited Licence,KOKO BLACK COLLINS STREET,52 COLLINS STREET,MELBOURNE,3000,110 GAFFNEY STREET,COBURG,3058,MELBOURNE CITY COUNCIL,KOKO BLACK COLLINS STREET PTY LTD,
36104909,Limited Licence,BENANDWINE,2 FINSBURY STREET,FLEMINGTON,3031,2 FINSBURY STREET,FLEMINGTON,3031,MELBOURNE CITY COUNCIL,64 STAIRS PTY LTD,
36104917,Limited Licence,ROYAL VICTORIAN MOTOR YACHT CLUB,NELSON PLACE,WILLIAMSTOWN,3016,PO BOX 25,WILLIAMSTOWN,3016,HOBSONS BAY CITY COUNCIL,ROYAL VICTORIAN MOTOR YACHT CLUB INC,
36104967,Limited Licence,RINGWOOD BOWLS CLUB,2-12 LOUGHNAN ROAD,RINGWOOD,3134,PO BOX 149,RINGWOOD,3134,MAROONDAH CITY COUNCIL,RINGWOOD BOWLS CLUB INC,
36104975,Limited Licence,ORMOND AMATEUR FOOTBALL CLUB,EE GUNN RESERVE MALANE STREET,ORMOND,3204,PO BOX 114 MALANE STREET,ORMOND,3204,GLEN EIRA CITY COUNCIL,ORMOND AMATEUR FOOTBALL CLUB INC,
36105002,Limited Licence,SEDDON CRICKET CLUB,HARRIS STREET,YARRAVILLE,3013,PO BOX 497,FOOTSCRAY WEST,3012,MARIBYRNONG CITY COUNCIL,SEDDON CRICKET CLUB INC,
36105010,Limited Licence,CIRCOLO PENSIONATI ITALIANI DI MERLYNSTON,CIVIC CENTRE 90 BELL STREET,COBURG,3058,1021 OLD CALDER HIGHWAY 90 BELL STREET,KEILOR,3036,MORELAND CITY COUNCIL,CIRCOLO PENSIONATI ITALIANI DI MERLYNSTON INC,
36105078,Limited Licence,LABELLE PRIVATE WINE PROMOTIONS,213 BUNGOWER ROAD,SOMERVILLE,3912,1 SOUTH ROAD,MCCRAE,3938,CASEY CITY COUNCIL,COALCLIFF PTY. LTD.,
36105094,Limited Licence,BABU RESTAURANT,156 CHAPEL STREET,WINDSOR,3181,156 CHAPEL STREET,WINDSOR,3181,STONNINGTON CITY COUNCIL,BEN SIEGEL,
36105159,Limited Licence,CHEVROLET CAR CLUB OF VICTORIA,FACTORY 1- 3 EDGECOMBE COURT,MOORABBIN,3189,CHEVROLET CAR CLUB OF VICTORIA INC GPO BOX 838,MELBOURNE,3001,KINGSTON CITY COUNCIL,CHEVROLET CAR CLUB OF VICTORIA INC,
36105167,Limited Licence,CASEY SOUTH MELBOURNE CRICKET CLUB,'CASEY FIELDS' PAVILION OVALS 4&5 160 BERWICK CRANBOURNE ROAD,CRANBOURNE EAST,3977,PO BOX 7140 160 BERWICK CRANBOURNE ROAD,CRANBOURNE NORTH,3977,CASEY CITY COUNCIL,CASEY SOUTH MELBOURNE CRICKET CLUB INC,
36105191,Limited Licence,THE ESSENDON CROQUET CLUB,CORNER OF BREWSTER AND NICHOLSON STREETS,ESSENDON,3040,PO BOX 104 NICHOLSON STREETS,ESSENDON,3040,MOONEE VALLEY CITY COUNCIL,THE ESSENDON CROQUET CLUB INC,
36105214,Limited Licence,HOBSONS BAY SPORT AND GAME FISHING CLUB,CRESSER RESERVE ALTONA ROAD,SEAHOLME,3018,PO BOX 600 ALTONA ROAD,ALTONA,3018,HOBSONS BAY CITY COUNCIL,HOBSONS BAY SPORT AND GAME FISHING CLUB INC,
36105272,Limited Licence,HENKELL WINES,203 VICTORIA PARADE,FITZROY,3065,PO BOX 2160 MDC,FITZROY,3065,YARRA CITY COUNCIL,HENKELL WINES PTY LTD,
36105303,Limited Licence,PAKENHAM PUMA'S BASEBALL CLUB,TOOMUC RECREATION RESERVE PRINCES HIGHWAY,PAKENHAM,3810,PO BOX 586 PRINCES HIGHWAY,PAKENHAM,3810,CARDINIA SHIRE COUNCIL,PAKENHAM PUMA'S BASEBALL CLUB INC,
36105311,Limited Licence,YERING GORGE FARM COTTAGES,215 VICTORIA ROAD,YERING,3770,215 VICTORIA ROAD,YERING,3770,YARRA RANGES SHIRE COUNCIL,THE EASTERN GOLF CLUB,
36105361,Limited Licence,THE SWANNEES CLUB,LORD SOMERS CAMP PARKLAND AVENUE,SOMERS,3927,LORD SOMERS CAMP PARKLAND AVENUE,SOMERS,3927,MORNINGTON PENINSULA SHIRE COUNCIL,THE SWANNEES CLUB INC,
36105379,Limited Licence,BADGER CREEK BLUEBERRY FARM- WINERY- CAFE,9 GARNOOK GROVE,HEALESVILLE,3777,9 GARNOOK AVENUE,HEALESVILLE,3777,YARRA RANGES SHIRE COUNCIL,EDGAR PINES PTY LTD,
36105387,Limited Licence,HOPPERS CROSSING SOCCER CLUB,260-280 HOGANS ROAD,HOPPERS CROSSING,3029,P.O. BOX 1009 WERRIBEE PLAZA,HOPPERS CROSSING,3029,WYNDHAM CITY COUNCIL,HOPPERS CROSSING SOCCER CLUB INC,
36105418,Limited Licence,TWO FAT INDIANS,UNIT 1 GROUND FLOOR 166 WELLINGTON PARADE,EAST MELBOURNE,3002,UNIT 1 GROUND FLOOR 166 WELLINGTON PARADE,EAST MELBOURNE,3002,MELBOURNE CITY COUNCIL,KHUSHWANT SINGH CHAHAL,
36105476,Limited Licence,ECKEL AND ASSOCIATES,19 MONTPELLIER DRIVE,WERRIBEE,3030,19 MONTPELLIER DRIVE,WERRIBEE,3030,WYNDHAM CITY COUNCIL,PATRICK KEITH ECKEL,
36105492,Limited Licence,COCA COLA AMATIL,45 KEYS ROAD,MOORABBIN,3189,45 KEYS ROAD,MOORABBIN,3189,KINGSTON CITY COUNCIL,COCA-COLA AMATIL (AUST) PTY LTD,
36105523,Limited Licence,SOUTH MELBOURNE LIFE SAVING CLUB,BEACONSFIELD PARADE,ALBERT PARK,3206,49 STEELE STREET,MOONEE PONDS,3039,PORT PHILLIP CITY COUNCIL,SOUTH MELBOURNE LIFE SAVING CLUB INC,
36105557,Limited Licence,CROWN EVENTS,CROWN FUNCTION ADMINISTRATION PART OF CROWN ENTERTAINMENT COMPLEX8- WHITEMAN ST,SOUTHBANK,3006,GENERAL COUNSEL - LEGAL & INSURANCE CROWN LTD- 8 WHITEMAN STREET,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,CROWN MELBOURNE LIMITED,
36105646,Limited Licence,SAGELEAF CATERING,13 ASQUITH STREET,BOX HILL SOUTH,3128,13 ASQUITH STREET,BOX HILL SOUTH,3128,WHITEHORSE CITY COUNCIL,MARK WILBY,
36105654,Limited Licence,LAVERTON MAGPIES FOOTBALL CLUB,CNR MERTON AND HALL STREET,ALTONA MEADOWS,3028,PO BOX 1070,ALTONA MEADOWS,3028,HOBSONS BAY CITY COUNCIL,LAVERTON MAGPIES FOOTBALL CLUB INC,
36105735,Limited Licence,DUE MONDI,40 ROWELL AVENUE,CAMBERWELL,3124,40 ROWELL AVENUE,CAMBERWELL,3124,BOROONDARA CITY COUNCIL,DUE MONDI PTY LTD,
36105743,Limited Licence,GC & R BROWN,4/72 DIAMOND CREEK ROAD,GREENSBOROUGH,3088,4/72 DIAMOND CREEK ROAD,GREENSBOROUGH,3088,NILLUMBIK SHIRE COUNCIL,GEOFF BROWN,
36105777,Limited Licence,THE GEORGE SANDRINGHAM,15-25 GEORGE STREET,SANDRINGHAM,3191,PO BOX 1062,HARTWELL,3124,BAYSIDE CITY COUNCIL,AUSTRALIAN COMMERCIAL CATERING PTY LTD,
36105785,Limited Licence,RED ISLAND,UNIT 1 40-44 COOK STREET,PORT MELBOURNE,3207,UNIT 1 40-44 COOK STREET,PORT MELBOURNE,3207,PORT PHILLIP CITY COUNCIL,RED ISLAND PTY LTD,
36105793,Limited Licence,RUPERTSWOOD FOOTBALL CLUB,1 MACEDON STREET,SUNBURY,3429,PO BOX 809,SUNBURY,3429,HUME CITY COUNCIL,RUPERTSWOOD FOOTBALL CLUB INC,
36105808,Limited Licence,BALWYN FOOTBALL CLUB,206 WHITEHORSE ROAD,BALWYN,3103,113 WHITEHORSE ROAD,DEEPDENE,3103,BOROONDARA CITY COUNCIL,BALWYN FOOTBALL CLUB INC,
36105858,Limited Licence,ELSTERNWICK PARK SPORTS CLUB,170 GLENHUNTLY ROAD,BRIGHTON,3186,170 GLENHUNTLY ROAD,BRIGHTON,3186,BAYSIDE CITY COUNCIL,ELSTERWICK PARK SPORTS CLUB INC,
36105874,Limited Licence,CARRUM DOWNS SOCIAL CLUB,QUARRION DRIVE,CARRUM DOWNS,3201,39 TYNTYNDER DRIVE,CARRUM DOWNS,3201,FRANKSTON CITY COUNCIL,CARRUM DOWNS SOCIAL CLUB INC,
36105939,Limited Licence,KARINGAL FOOTBALL CLUB,BALLAM PARK RESERVE NARANGA CRESCENT,KARINGAL,3199,PO BOX 6070 NARANGA CRESCENT,KARINGAL,3199,FRANKSTON CITY COUNCIL,KARINGAL FOOTBALL CLUB INC,
36105947,Limited Licence,ST BARNABAS CRICKET CLUB,MYRTLE PARK PAVILION SEVERN STREET,NORTH BALWYN,3104,C/- SIMON GOODWIN PO BOX 819,HEATHMONT,3135,BOROONDARA CITY COUNCIL,ST. BARNABAS CRICKET CLUB INC,
36106090,Limited Licence,DESIGN A SPACE RETAIL GALLERY,142 CHAPEL STREET,WINDSOR,3181,142 CHAPEL STREET,WINDSOR,3181,STONNINGTON CITY COUNCIL,DESIGN A SPACE RETAIL GALLERY PTY LTD,
36106155,Limited Licence,NAR NAR GOON/MARYKNOLL CRICKET CLUB,SPENCER STREET,NAR NAR GOON,3812,PO BOX 175,NAR NAR GOON,3812,CARDINIA SHIRE COUNCIL,NAR NAR GOON/MARYKNOLL CRICKET CLUB INC,
36106202,Limited Licence,ZEBPLAND PTY LTD,9 MEDHURST ROAD,GRUYERE,3770,P O BOX 208,COLDSTREAM,3770,YARRA RANGES SHIRE COUNCIL,ZEBPLAND PTY LTD,
36106210,Limited Licence,SEMPREVINO,10 PINE GROVE,MALVERN,3144,10 PINE GROVE,MALVERN,3144,STONNINGTON CITY COUNCIL,SIMON DOAK,
36106236,Limited Licence,PJ O'BRIEN IRISH PUB,ADMINISTRATION OFFICE SHOP G12-16- SOUTHGATE,SOUTHBANK,3006,566 CITY ROAD SHOP G12-16- SOUTHGATE,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,ICONIC PUBS AUSTRALIA PTY LTD,
36106260,Limited Licence,,24 ESDALE STREET,BLACKBURN,3130,24 ESDALE STREET,BLACKBURN,3130,WHITEHORSE CITY COUNCIL,DAVID TRIBOLET,
36106278,Limited Licence,ZONZO ESTATE YARRA VALLEY,957 HEALESVILLE-YARRA GLEN ROAD,YARRA GLEN,3775,PO BOX 552,YARRA GLEN,3775,YARRA RANGES SHIRE COUNCIL,ZONZO NOMINEES PTY LTD,
36106317,Limited Licence,BEAR BRASS,ADMINISTRATION OFFICE SHOP GR3A 2 SOUTHGATE AVENUE,SOUTHBANK,3006,ADMINISTRATION OFFICE SHOP GR3A 2 SOUTHGATE AVENUE,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,RED ROCK LEISURE HOTELS PTY LTD,
36106341,Limited Licence,HIRE A KEG,65 CENTENARY DRIVE,MILL PARK,3082,65 CENTENARY DRIVE,MILL PARK,3082,WHITTLESEA CITY COUNCIL,IAN REILLY,
36106367,Limited Licence,EYNESBURY GOLF,487 EYNESBURY ROAD,EYNESBURY,3338,EYNESBURY HOMESTEAD PTY LTD 487 EYNESBURY ROAD,EYNESBURY,3338,MELTON SHIRE COUNCIL,EYNESBURY HOMESTEAD PTY LTD,
36106391,Limited Licence,WORLD RESTAURANT/BAR,SHOP 4- BUILDING 2 RIVERSIDE QUAY,SOUTHBANK,3006,SHOP 4- BUILDING 2 RIVERSIDE QUAY,SOUTHBANK,3006,MELBOURNE CITY COUNCIL,WORLD RB PTY LTD,
36106406,Limited Licence,DINGLEY SPORTS AND RECREATION CLUB,SOUTAR OVAL DINGLEY RESERVE MARCUS ROAD,DINGLEY,3172,P.O. BOX 9 MARCUS ROAD,DINGLEY,3172,GREATER DANDENONG CITY COUNCIL,DINGLEY SPORTS AND RECREATION CLUB INC,
36106414,Limited Licence,DINGLEY FOOTBALL CLUB,SOUTER OVAL MARCUS ROAD,DINGLEY,3172,P.O. BOX 9 MARCUS ROAD,DINGLEY VILLAGE,3172,GREATER DANDENONG CITY COUNCIL,DINGLEY FOOTBALL CLUB INC.,
36106422,Limited Licence,,64 PARKER ROAD,WANDIN EAST,3139,64 PARKER ROAD,WANDIN EAST,3139,YARRA RANGES SHIRE COUNCIL,JOHN WATSON FUNDER,
36106430,Limited Licence,PINES/SEAFORD FISHING CLUB,39 MILNE AVENUE,SEAFORD,3198,39 MILNE AVENUE,SEAFORD,3198,FRANKSTON CITY COUNCIL,PINES/SEAFORD FISHING CLUB INC,
36106448,Limited Licence,DISTILLERY WORKS,31 RIVER STREET,RICHMOND,3121,31 RIVER STREET,RICHMOND,3121,YARRA CITY COUNCIL,DISTILLERY WORKS PTY LTD,
36106464,Limited Licence,SAFETY BEACH COUNTRY CLUB,10 COUNTRY CLUB DRIVE,SAFETY BEACH,3936,10 COUNTRY CLUB DRIVE,SAFETY BEACH,3936,MORNINGTON PENINSULA SHIRE COUNCIL,MT MARTHA VALLEY ESTATES LTD,
36106545,Limited Licence,BROOKS BAR,BASEMENT- AUSTRAL HOUSE 115-119 COLLINS STREET,MELBOURNE,3000,BASEMENT- AUSTRAL HOUSE 115-119 COLLINS STREET,MELBOURNE,3000,MELBOURNE CITY COUNCIL,PEACOCK DOWNUNDER PTY LTD,
36106553,Limited Licence,ROYAL AUSTRALIAN AIR FORCE ASSOCIATION (VICTORIAN,SUITE 3- 24 CAMBERWELL ROAD,HAWTHORN EAST,3123,SUITE 3- 24 CAMBERWELL ROAD,HAWTHORN EAST,3123,BOROONDARA CITY COUNCIL,ROYAL AUSTRALIAN AIR FORCE ASSOCIATION (VICTORIA DIVISION),
36106579,Limited Licence,NOBLE PARK UNITED FOOTBALL CLUB,PARKFIELD RESERVE DUNBLANE ROAD,NOBLE PARK,3174,PO BOX 890 DUNBLANE ROAD,NOBLE PARK,3174,GREATER DANDENONG CITY COUNCIL,NOBLE PARK UNITED FOOTBALL CLUB INC,
36106595,Limited Licence,CITY OF CASEY STAFF SOCIAL CLUB,MAGID DRIVE,NARRE WARREN,3805,PO BOX 1000,NARRE WARREN,3805,CASEY CITY COUNCIL,CITY OF CASEY STAFF SOCIAL CLUB INC,
36106600,Limited Licence,BAR BITZ,7 DEEPDALE GROVE,MOOROOLBARK,3138,7 DEEPDALE GROVE,MOOROOLBARK,3138,YARRA RANGES SHIRE COUNCIL,MALCOLM JOHN SPINK,
36106650,Limited Licence,WOOD'S PADDOCK ESTATE,22/32 PORTER STREET,PRAHRAN,3181,PO BOX 92,HIGHETT,3190,STONNINGTON CITY COUNCIL,JACQUELINE ROBYN KAYE LEES,
36106684,Limited Licence,ABSOLUTELY GLUTEN FREE,85 WATTON STREET,WERRIBEE,3030,85 WATTON STREET,WERRIBEE,3030,WYNDHAM CITY COUNCIL,C S & R RETAIL PTY LTD,
36106707,Limited Licence,BERWICK MINERS GRIDIRON FOOTBALL CLUB,SYDNEY PARGETER RESERVE 600 POWER ROAD,ENDEAVOUR HILLS,3802,21 GRASSWREN CLOSE 600 POWER ROAD,LANGWARRIN,3910,CASEY CITY COUNCIL,BERWICK MINERS GRIDIRON FOOTBALL CLUB INC,
36106715,Limited Licence,YARRA VALLEY RACING,2 ARMSTRONG GROVE,YARRA GLEN,3775,PO BOX 78,YARRA GLEN,3775,YARRA RANGES SHIRE COUNCIL,YARRA VALLEY RACING INC.,
36106723,Limited Licence,DAIWA FOOD CORPORATION,6/251 FERNTREE GULLY ROAD,MOUNT WAVERLEY,3149,6/251 FERNTREE GULLY ROAD,MOUNT WAVERLEY,3149,MONASH CITY COUNCIL,DAIWA FOOD CORPORATION PTY LTD,
36106773,Limited Licence,THE WINE CLUB,6A- 4 ROCKLEA DRIVE,PORT MELBOURNE,3207,PO BOX 590,WILLIAMSTOWN,3016,PORT PHILLIP CITY COUNCIL,THE WINE CLUB PTY LTD,
36106781,Limited Licence,ST KILDA PIZZA HOUSE,45 BLESSINGTON STREET,ST KILDA,3182,45 BLESSINGTON STREET,ST KILDA,3182,PORT PHILLIP CITY COUNCIL,VADAVSWAMI PTY LTD,
36106804,Limited Licence,OFF THE KERB,66B JOHNSTON STREET,COLLINGWOOD,3066,66B JOHNSTON STREET,COLLINGWOOD,3066,YARRA CITY COUNCIL,ANNUSHINI PARARAJASINGHAM,
36106812,Limited Licence,THE CASEY HOCKEY CLUB,MANUKA ROAD,BERWICK,3806,PO BOX 835,BEACONSFIELD,3807,CASEY CITY COUNCIL,THE CASEY HOCKEY CLUB INC,
36106820,Limited Licence,SPUDBAR CHEVRON,SHOP 4 11 COMMERCIAL ROAD,PRAHRAN,3181,11 COMMERCIAL ROAD 11 COMMERCIAL ROAD,MELBOURNE,3004,STONNINGTON CITY COUNCIL,ROGER RABBIT PTY LTD,
36106838,Limited Licence,RIVER HOUSE CATERING,608A MELBOURNE ROAD,SPOTSWOOD,3015,P.O BOX 1618,ST KILDA SOUTH,3182,HOBSONS BAY CITY COUNCIL,RIVER HOUSE CATERING PTY LTD,
36106896,Limited Licence,YARRA VALLEY CATERING,25 MADELEY DRIVE,WESBOURN,3797,PO BOX 493,WARBURTON,3799,YARRA RANGES SHIRE COUNCIL,YARRA VALLEY CATERING PTY LTD,
36106951,Limited Licence,FIREWATER LIQUOR,1 PARKHAVEN WAY,MILL PARK,3082,1 PARKHAVEN WAY,MILL PARK,3082,WHITTLESEA CITY COUNCIL,ADAM SEVAS,
36106969,Limited Licence,ASHWOOD SPORTS CLUB,ESSEX HEIGHTS RESERVE OUTLOOK DRIVE,MOUNT WAVERLEY,3149,C/O MR WARREN HUMPHREYS 6/33 MCINTYRE ST,BURWOOD,3125,MONASH CITY COUNCIL,ASHWOOD SPORTS CLUB INC,
36106985,Limited Licence,CHANCE TRADING,2/9 CHANDLER ROAD,NOBLE PARK,3174,PO BOX 35,LYNBROOK,3975,GREATER DANDENONG CITY COUNCIL,CHANCE TRADING PTY LTD,
36106993,Limited Licence,MONT ROUGE ESTATE,LEVEL 2 163 EASTERN ROAD,SOUTH MELBOURNE,3205,PO BOX 185 163 EASTERN ROAD,RED HILL SOUTH,3937,PORT PHILLIP CITY COUNCIL,MONT ROUGE ESTATE PTY LTD,
36107038,Limited Licence,ICRED,51 BEETHAM PARADE,ROSANNA,3084,51 BEETHAM PARADE,ROSANNA,3084,BANYULE CITY COUNCIL,ALBERT LANGEDER,
36107127,Limited Licence,8 DAYS CAFE,1184 HIGH STREET,ARMADALE,3143,1184 HIGH STREET,ARMADALE,3143,STONNINGTON CITY COUNCIL,JACSOM RIDGE PTY LTD,
36107135,Limited Licence,WERRIBEE RACING CLUB,BULBAN ROAD,WERRIBEE,3030,PO BOX 2076,WERRIBEE,3030,WYNDHAM CITY COUNCIL,WERRIBEE RACING CLUB INC,
36107143,Limited Licence,MELTON BOWLING CLUB,LOT 2- RESERVE ROAD,MELTON,3337,PO BOX 272,MELTON,3337,MELTON SHIRE COUNCIL,MELTON BOWLING CLUB INC,
36107151,Limited Licence,PAKENHAM BOWLS CLUB,CNR HENRY AND ANDERSON STREETS,PAKENHAM,3810,PO BOX 94,PAKENHAM,3810,CARDINIA SHIRE COUNCIL,PAKENHAM BOWLS CLUB INC,
36107185,Limited Licence,VERMONT FOOTBALL CLUB,CNR CANTERBURY & TERRARA ROADS,VERMONT,3133,PO BOX 136,VERMONT,3133,WHITEHORSE CITY COUNCIL,VERMONT FOOTBALL CLUB INC,
36107193,Limited Licence,JMS INTERNATIONAL TRADING,2 NORTHGATE DRIVE,BERWICK,3806,P O BOX 1002,BERWICK,3806,CASEY CITY COUNCIL,JEAN SAMACHETTY,
36107258,Limited Licence,,70 STOTT STREET,THORNBURY,3071,28 SHAFTESBURY PD,THORNBURY,3071,DAREBIN CITY COUNCIL,ST GEORGE ANTIOCHIAN ORTHODOX PARISH ASSOCIATION,
36107266,Limited Licence,TERRA ROSSA RESTAURANTS,87 FLINDERS LANE,MELBOURNE,3000,87 FLINDERS LANE,MELBOURNE,3000,MELBOURNE CITY COUNCIL,TERRA ROSSA RESTAURANTS PTY LTD,
36107305,Limited Licence,BREWTOPIA,5B THE CROSSWAY,CAMPBELLFIELD,3061,5B THE CROSSWAY,CAMPBELLFIELD,3061,HUME CITY COUNCIL,BREWTOPIA PTY LTD,
36107363,Limited Licence,WABI SABI GARDEN,17 WELLINGTON STREET,ST KILDA,3182,PO BOX 1079,ASHWOOD,3147,PORT PHILLIP CITY COUNCIL,SMOKIE GARDENS PTY LTD,
36107402,Limited Licence,AMBROSIA,SHOP 13 84 BEMERSYDE DRIVE,BERWICK,3806,SHOP 13 84 BEMERSYDE DRIVE,BERWICK,3806,CASEY CITY COUNCIL,AMBROSIA VICTORIA PTY LTD,
36107410,Limited Licence,POINT COOK FOOTBALL CLUB,391-399 POINT COOK ROAD POINT COOK ROAD RESERVE,POINT COOK,3030,P O BOX 6268 POINT COOK ROAD RESERVE,POINT COOK,3030,WYNDHAM CITY COUNCIL,POINT COOK FOOTBALL CLUB INC,
36107478,Limited Licence,KNOX VILLAGE SERVICES ASSOCIATION,466 BURWOOD HIGHWAY,WANTIRNA SOUTH,3152,466 BURWOOD HIGHWAY,WANTIRNA SOUTH,3152,KNOX CITY COUNCIL,KNOX VILLAGE SERVICES ASSOCIATION INC,
36107533,Limited Licence,BAKED IN SOUTH MELBOURNE,170 YORK STREET,SOUTH MELBOURNE,3206,170 YORK STREET,SOUTH MELBOURNE,3206,PORT PHILLIP CITY COUNCIL,IAN BALAZO,
36107575,Limited Licence,ABERFELDIE BOWLS CLUB,13 SCOTT STREET,ESSENDON,3040,13 SCOTT STREET,ESSENDON,3040,MOONEE VALLEY CITY COUNCIL,ABERFELDIE BOWLS CLUB INC,
36107591,Limited Licence,GING TEA HOUSE ORIENTAL RESTAURANT,198 CHAPEL STREET,PRAHRAN,3181,198 CHAPEL STREET,PRAHRAN,3181,STONNINGTON CITY COUNCIL,C.H.L PTY LTD,
36107648,Limited Licence,ORGANIC WHOLEFOODS,483 LYGON STREET,BRUNSWICK EAST,3057,483 LYGON STREET,BRUNSWICK EAST,3057,MORELAND CITY COUNCIL,WHOLEFOODS PTY LTD,
36107737,Limited Licence,DROMANA CRICKET CLUB,PIER STREET,DROMANA,3936,PO BOX 2142 ROSEBUD PLAZA,ROSEBUD,3939,MORNINGTON PENINSULA SHIRE COUNCIL,DROMANA CRICKET CLUB INC,
36107834,Limited Licence,ROCKBANK FOOTBALL SPORTING CLUB,WESTCOTT PARADE,ROCKBANK,3335,P O BOX 893,MELTON,3337,MELTON SHIRE COUNCIL,ROCKBANK FOOTBALL  SPORTING CLUB INC,
36107868,Limited Licence,TAYLORS LAKES RECREATION CLUB,LIONHEART DRIVE,TAYLORS LAKES,3038,PO BOX 69,TAYLORS LAKES,3038,BRIMBANK CITY COUNCIL,TAYLORS LAKES RECREATION CLUB INC,
36107884,Limited Licence,EVEN KEEL WINES,76 ARTHURS SEAT ROAD,RED HILL,3937,76 ARTHURS SEAT ROAD,RED HILL,3937,MORNINGTON PENINSULA SHIRE COUNCIL,CANBERRA ONSHORE PTY LTD,
36107949,Limited Licence,BAYS DOVER,154 BARKLY STREET,NORTH FITZROY,3068,12 GIPPS STREET,EAST MELBOURNE,3002,YARRA CITY COUNCIL,WINESEEK PTY LTD,
36107957,Limited Licence,SIX KEYS,8 KEYS ROAD,BEAUMARIS,3193,8 KEYS ROAD,BEAUMARIS,3193,BAYSIDE CITY COUNCIL,SIX KEYS PTY LTD,
36107973,Limited Licence,AMOROSA,70 FERGUSON STREET,WILLIAMSTOWN,3016,70 FERGUSON STREET,WILLIAMSTOWN,3016,HOBSONS BAY CITY COUNCIL,NEVROB PTY LTD,
36108034,Limited Licence,RUSSELL GEHLING WINES,UNIT 1 76 KERFERD ROAD,ALBERT PARK,3206,UNIT 1 76 KERFERD ROAD,ALBERT PARK,3206,PORT PHILLIP CITY COUNCIL,RUSSELL GEHLING WINES PTY LTD,
36108107,Limited Licence,THE CONCIERGE OF BALWYN,45-51 BANOOL ROAD,BALWYN,3103,PO BOX 1062,HARTELL,3124,BOROONDARA CITY COUNCIL,AUSTRALIAN COMMERCIAL CATERING PTY LTD,
36108157,Limited Licence,CHELTENHAM CRICKET CLUB,143 WEATHERALL ROAD,CHELTENHAM,3192,PO BOX 2520,CHELTENHAM,3192,KINGSTON CITY COUNCIL,CHELTENHAM CRICKET CLUB INC,
