Licence No,Licence Category,Trading As,Address,Suburb,Postcode,Postal Address,Postal Suburb,Postal Postcode,Council Name,Licensee,
36117944,Limited Licence,COOMA CRICKET CLUB,1015 KYABRAM-COOMA ROAD,COOMA,3616,ATTN: R MULLER PO BOX 413,KYABRAM,3619,GREATER SHEPPARTON CITY COUNCIL,COOMA CRICKET CLUB INC.,
36117952,Limited Licence,TYZAC,4 DOLLAR AVENUE,HORSHAM,3400,4 DOLLAR AVENUE,HORSHAM,3400,HORSHAM RURAL CITY COUNCIL,TYZAC PTY LTD,
36117978,Limited Licence,NUMURKAH GOLF & BOWLS CLUB,TUNNOCK ROAD,NUMURKAH,3636,P O BOX 190,NUMURKAH,3636,MOIRA SHIRE COUNCIL,NUMURKAH GOLF & BOWL CLUB INC.,
36117986,Limited Licence,RETURNED SERVICES LEAUGE PORT FAIRY SUB BRANCH,4 BANKS STREET,PORT FAIRY,3284,P.O BOX 146,PORT FAIRY,3284,MOYNE SHIRE COUNCIL,RETURNED SERVICES LEAGUE PORT FAIRY SUB BRANCH INC,
36118063,Limited Licence,MONASH SOCCER CLUB,TORRES STREET,NEWBOROUGH,3825,PO BOX 5,NEWBOROUGH,3825,LATROBE CITY COUNCIL,MONASH SOCCER CLUB INC,
36118097,Limited Licence,NUMBER 35,35 POINT LONSDALE ROAD,POINT LONSDALE,3225,35 POINT LONSDALE ROAD,POINT LONSDALE,3225,QUEENSCLIFFE BOROUGH COUNCIL,MARGARET JUNE MARTIN,
36118110,Limited Licence,NON BREAKING SPACE,1715 LOCH-WONTHAGGI ROAD,GLEN ALVIE,3979,1715 LOCH-WONTHAGGI ROAD,GLEN ALVIE,3979,BASS COAST SHIRE COUNCIL,WAYNE TINDALL,
36118128,Limited Licence,GEELONG WEST CHEETAHS FOOTBALL AND NETBALL CLUB,90-100 SHANNON AVENUE,GEELONG WEST,3218,PO BOX 7088,GEELONG WEST,3218,GREATER GEELONG CITY COUNCIL,GEELONG WEST CHEETAHS FOOTBALL AND NETBALL CLUB INC,
36118144,Limited Licence,ROSEDALE FOOTBALL / NETBALL CLUB,MOORE STREET,ROSEDALE,3847,PO BOX 70,ROSEDALE,3847,WELLINGTON SHIRE COUNCIL,ROSEDALE FOOTBALL / NETBALL CLUB INC,
36118186,Limited Licence,BARRABOOL CRICKET CLUB,20 COCHRANES ROAD,CERES,3221,PO BOX 385,BELMONT,3216,GREATER GEELONG CITY COUNCIL,BARRABOOL CRICKET CLUB INC,
36118322,Limited Licence,DEAKIN UNIVERSITY FOOTBALL CLUB,IAN HUGHES OVAL PAVILION DEAKIN UNIVERSITY,WARRNAMBOOL,3280,PO BOX 1 DEAKIN UNIVERSITY,WARRNAMBOOL,3280,WARRNAMBOOL CITY COUNCIL,DEAKIN UNIVERSITY FOOTBALL CLUB INC,
36118330,Limited Licence,KILMORE TENNIS CLUB,1 CLARKE STREET,KILMORE,3764,PO BOX 175,KILMORE,3764,MITCHELL SHIRE COUNCIL,KILMORE TENNIS CLUB INC,
36118348,Limited Licence,NUMURKAH SHOWGROUNDS COMMUNITY SPORTS GROUP INC.,NUMURKAH SHOWGROUNDS TUNNOCK ROAD,NUMURKAH,3636,22 MCCARTHY AVENUE TUNNOCK ROAD,NUMURKAH,3636,MOIRA SHIRE COUNCIL,NUMURKAH SHOWGROUNDS COMMUNITY SPORTS GROUP INC.,
36118398,Limited Licence,NORTH SHORE RECREATION CLUB,39A ROSE AVENUE,NORLANE,3214,PO BOX 610,NORTH GEELONG,3215,GREATER GEELONG CITY COUNCIL,NORTH SHORE RECREATION CLUB INC,
36118453,Limited Licence,TOORA FOOTBALL CLUB,TOORA RECREATION RESERVE JETTY ROAD,TOORA,3962,PO BOX 12 JETTY ROAD,TOORA,3962,SOUTH GIPPSLAND SHIRE COUNCIL,TOORA FOOTBALL CLUB INC,
36118461,Limited Licence,WALLAN BOWLING CLUB,CNR DUKE & WYNDHAM STREET,WALLAN,3756,PO BOX 104,WALLAN,3756,MITCHELL SHIRE COUNCIL,WALLAN BOWLING CLUB INC,
36118500,Limited Licence,PORTLAND SOCCER- SPORTS AND RECREATION CLUB INC,CNR GLENELG & PERCY STREET,PORTLAND,3305,PO BOX 1100,PORTLAND,3305,GLENELG SHIRE COUNCIL,PORTLAND SOCCER- SPORT AND RECREATION CLUB INC,
36118542,Limited Licence,WARRAGUL RSL SUB-BRANCH INC,94 ALBERT STREET,WARRAGUL,3820,PO BOX 16,WARRAGUL,3820,BAW BAW SHIRE COUNCIL,WARRAGUL RSL SUB BRANCH INC,
36118550,Limited Licence,MANNA GUM@BROADBEACH,5 LINDSEY CLOSE,INVERLOCH,3996,5 LINDSEY CLOSE,INVERLOCH,3996,SOUTH GIPPSLAND SHIRE COUNCIL,GREGORY IAN ROYLANCE,
36118568,Limited Licence,COBRAM SOCCER CLUB INC.,BANK STREET COBRAM SHOWGROUNDS,COBRAM,3644,PO BOX 239 COBRAM SHOWGROUNDS,COBRAM,3644,MOIRA SHIRE COUNCIL,COBRAM SOCCER CLUB INC.,
36118704,Limited Licence,EDENHOPE RSL SUB-BRANCH,CORNER LANGFORD STREET & AMOS STREET,EDENHOPE,3318,PO BOX 60,EDENHOPE,3318,WEST WIMMERA SHIRE COUNCIL,EDENHOPE RSL SUB BRANCH INC,
36118712,Limited Licence,FORTY ACRE WINES,375 ASHBOURNE ROAD,WOODEND,3437,375 ASHBOURNE ROAD,WOODEND,3437,MACEDON RANGES SHIRE COUNCIL,FORTY ACRE WINES PTY LTD,
36118746,Limited Licence,TRUFFLES CAFE/DELI,34 GREAT OCEAN ROAD,AIREYS INLET,3231,34 GREAT OCEAN ROAD,AIREYS INLET,3231,SURF COAST SHIRE COUNCIL,WESTON HOSPITALITY PTY LTD,
36118819,Limited Licence,TRARALGON RSL SUB-BRANCH,109-115 GREY STREET,TRARALGON,3844,P O BOX 149,TRARALGON,3844,LATROBE CITY COUNCIL,TRARALGON RSL SUB-BRANCH INC.,
36118843,Limited Licence,LANCEFIELD CRICKET CLUB,LANCEFIELD PARK CHAUNCEY STREET,LANCEFIELD,3435,PO BOX 3 CHAUNCEY STREET,LANCEFIELD,3435,MACEDON RANGES SHIRE COUNCIL,LANCEFIELD CRICKET CLUB INC,
36118851,Limited Licence,WANGARATTA BOWLS AND SPORT CLUB INC,20 PARK LANE,WANGARATTA,3677,20 PARK LANE,WANGARATTA,3677,WANGARATTA RURAL CITY COUNCIL,WANGARATTA BOWLS CLUB INC,
36118869,Limited Licence,MANSFIELD BOWLING CLUB,35 - 37 AILSA STREET,MANSFIELD,3722,PO BOX 22,MANSFIELD,3722,MANSFIELD SHIRE COUNCIL,MANSFIELD BOWLS CLUB INC,
36118877,Limited Licence,MAY PARK MOTOR LODGE,2-4 DARLOT STREET,HORSHAM,3400,2-4 DARLOT STREET,HORSHAM,3400,HORSHAM RURAL CITY COUNCIL,DAHLWIN PTY LTD,
36118932,Limited Licence,BREAKAWAY TWIN RIVERS CARAVAN PARK,91 BREAKAWAY ROAD,ACHERON,3714,91 BREAKAWAY ROAD,ACHERON,3714,MURRINDINDI SHIRE COUNCIL,TIMBAR NOMINEES PTY LTD,
36118958,Limited Licence,DAVID HURSE,160 BALD HILL ROAD,CARISBROOK,3464,160 BALD HILL ROAD,CARISBROOK,3464,CENTRAL GOLDFIELDS SHIRE COUNCIL,DAVID HURSE,
36118982,Limited Licence,ARARAT BOWLING CLUB INC,HIGH STREET,ARARAT,3377,PO BOX 396,ARARAT,3377,ARARAT RURAL CITY COUNCIL,ARARAT BOWLING CLUB INC,
36119019,Limited Licence,NAGAMBIE LAKES RECEPTIONS,82 KIRWANS BRIDGE-LONGWOOD ROAD,NAGAMBIE,3608,209 GOULBURN WEIR ROAD,NAGAMBIE,3608,STRATHBOGIE SHIRE COUNCIL,BILLINGSBY NOMINEES PTY LTD,
36119174,Limited Licence,PORTLAND COLTS CRICKET CLUB,HENTY PARK,PORTLAND,3305,PO BOX 259,PORTLAND,3305,GLENELG SHIRE COUNCIL,PORTLAND COLTS CRICKET CLUB INC,
36119190,Limited Licence,BOJANGLES PIZZA RESTAURANT,61 LIEBIG STREET,WARRNAMBOOL,3280,61 LIEBIG STREET,WARRNAMBOOL,3280,WARRNAMBOOL CITY COUNCIL,SPENCHILL PTY LTD,
36119213,Limited Licence,BLACK ANTHER GALLERY,42 ANSLOW STREET,WOODEND,3442,170 HIGH STREET,WOODEND,3442,MACEDON RANGES SHIRE COUNCIL,ANNE ELIZABETH RILEY,
36119221,Limited Licence,BIG4 BEACON RESORT,78 BELLARINE HIGHWAY,QUEENSCLIFF,3225,78 BELLARINE HIGHWAY,QUEENSCLIFF,3225,QUEENSCLIFFE BOROUGH COUNCIL,THIRTY EIGHT JANELDA PTY LTD,
36119239,Limited Licence,WONTHAGGI POWER FOOTBALL CLUB,WONTHAGGI RECREATION RESERVE KORUMBURRA ROAD,WONTHAGGI,3995,P O BOX 441 KORUMBURRA ROAD,WONTHAGGI,3995,BASS COAST SHIRE COUNCIL,WONTHAGGI POWER FOOTBALL CLUB INC,
36119263,Limited Licence,LOT 19 ART,LOT 19 LANGSLOW STREET,CASTLEMAINE,3450,PO BOX 937,CASTLEMAINE,3450,MOUNT ALEXANDER SHIRE COUNCIL,MARK WILFRED ANSTEY,
36119271,Limited Licence,EASTWOOD ORCHARD,65 BECKHAM ROAD,SHEPPARTON EAST,3631,PO BOX 679,SHEPPARTON,3632,GREATER SHEPPARTON CITY COUNCIL,NICK NAPOLITANO,
36119289,Limited Licence,DURALGAI VINEYARDS,235 CUMNOCK ROAD,LAKE BOGA,3584,PO BOX 428,LAKE BOGA,3584,SWAN HILL RURAL CITY COUNCIL,DURALGAI VINEYARDS PTY LTD,
36119297,Limited Licence,LILLY PILLY FLOWER BOUTIQUE,12 MOORE STREET,MOE,3825,12 MOORE STREET,MOE,3825,LATROBE CITY COUNCIL,DANIELLE FERGUSON,
36119302,Limited Licence,EDENHOPE APSLEY FOOTBALL AND NETBALL CLUB,RECREATION R SPLATT ST APSLEY 3319 & SHOWGROUNDS RESERVE MOSS ST,EDENHOPE,3318,P O BOX 18 & SHOWGROUNDS RESERVE MOSS ST,EDENHOPE,3318,WEST WIMMERA SHIRE COUNCIL,EDENHOPE APSLEY FOOTBALL AND NETBALL CLUB INC.,
36119310,Limited Licence,EILDON TROUT FARM,460 BACK EILDON ROAD,THORNTON,3712,PO BOX 168,CANTERBURY,3126,MURRINDINDI SHIRE COUNCIL,BONDTRACE PTY LTD,
36119336,Limited Licence,THE LIONS CLUB OF WEDDERBURN,98 HIGH STREET,WEDDERBURN,3518,PO BOX 45,WEDDERBURN,3518,LODDON SHIRE COUNCIL,THE LIONS CLUB OF WEDDERBURN INC,
36119394,Limited Licence,JENGILLY PTY LTD,2 FUFE STREET,HAMILTON,3300,PO BOX 820,HAMILTON,3300,SOUTHERN GRAMPIANS SHIRE COUNCIL,JENGILLY PTY LTD,
36119459,Limited Licence,HALLS ON FALLS HOMESTEAD,444 FALLS ROAD,STRATHCREEK,3658,P O BOX 17,STRATH CREEK,3658,MITCHELL SHIRE COUNCIL,GROOVYONE PTY LTD,
36119467,Limited Licence,ARUSHA (VIC),50 MIRRANDA COURT,WALLINGTON,3221,50 MIRRANDA COURT,WALLINGTON,3221,GREATER GEELONG CITY COUNCIL,SUSAN ELLIOTT,
36119483,Limited Licence,BEST WESTERN STAGECOACH MOTEL,188 MELBOURNE ROAD,WODONGA,3690,188 MELBOURNE ROAD,WODONGA,3690,WODONGA CITY COUNCIL,D & L ROBINSON PTY LTD,
36119506,Limited Licence,COLAC GOLF CLUB,32 COLAC-LAVERS HILL ROAD,ELLIMINYT,3250,P O BOX 37,COLAC,3250,COLAC-OTWAY SHIRE COUNCIL,COLAC GOLF CLUB INC,
36119530,Limited Licence,SALE PISTOL CLUB,SOUTH GIPPSLAND HIGHWAY,LONGFORD,3851,PO BOX 462,SALE,3853,WELLINGTON SHIRE COUNCIL,SALE PISTOL CLUB INC,
36119548,Limited Licence,CITY CENTRE MOTEL,26 FOREST STREET,BENDIGO,3550,26 FOREST STREET,BENDIGO,3550,GREATER BENDIGO CITY COUNCIL,JL & SJ INVESTMENTS PTY. LTD.,
36119556,Limited Licence,CHOCOLATE GANNETS,6180 GREAT OCEAN ROAD,APOLLO BAY,3233,37 SANDPIPER PLACE,WILLIAMSTOWN,3016,COLAC-OTWAY SHIRE COUNCIL,APOLLO GANNETS PTY LTD,
36119679,Limited Licence,COMFORT INN DEAKIN PALMS,413 DEAKIN AVENUE,MILDURA,3500,413 DEAKIN AVENUE,MILDURA,3500,MILDURA RURAL CITY COUNCIL,R & A MAMMONE PTY LTD,
36119687,Limited Licence,MILDURA CITY COUNCIL,108-116 MADDEN AVENUE,MILDURA,3500,PO BOX 105,MILDURA,3500,MILDURA RURAL CITY COUNCIL,MRCC INDOOR SOCIAL CLUB INC,
36119695,Limited Licence,MERCURE HOTEL MILDURA,120 EIGHTH STREET,MILDURA,3500,120 EIGHTH STREET,MILDURA,3500,MILDURA RURAL CITY COUNCIL,HM1 HOLDINGS PTY LTD,
36119726,Limited Licence,AQUILA AUDAX ENTERPRISES,319 WHOROULY SOUTH,WHOROULY SOUTH,3735,319 WHOROULY SOUTH,WHOROULY SOUTH,3735,WANGARATTA RURAL CITY COUNCIL,AQUILA AUDAX ENTERPRISES PTY LTD,
36119742,Limited Licence,M. CHAPOUTIER AUSTRALIA,141-143 HIGH STREET,HEATHCOTE,3523,11 NICHOLSON PLACE,MELBOURNE,3000,GREATER BENDIGO CITY COUNCIL,M. CHAPOUTIER AUSTRALIA PTY LTD,
36119750,Limited Licence,CATHOLIC HOMES,1 HEADLAND DRIVE,TORQUAY,3228,1 HEADLAND DRIVE,TORQUAY,3228,SURF COAST SHIRE COUNCIL,CATHOLIC HOMES FOR THE ELDERLY INC.,
36119768,Limited Licence,TRARALGON IMPERIALS CRICKET CLUB,CATTERICK CRESCENT,TRARALGON,3844,19 CONWAY COURT,TRARALGON,3844,LATROBE CITY COUNCIL,TRARALGON IMPERIALS CRICKET CLUB INC,
36119784,Limited Licence,BEST WESTERN HAMILTON,110 LONSDALE STREET,HAMILTON,3300,110 LONSDALE STREET,HAMILTON,3300,SOUTHERN GRAMPIANS SHIRE COUNCIL,TRAYNOR INVESTMENTS PTY LTD,
36119815,Limited Licence,BULOKE ON BAILLIE,118-124 BAILLIE STREET,HORSHAM,3400,PO BOX 495,SWAN HILL,3585,HORSHAM RURAL CITY COUNCIL,BRINCA PROPERTY MANAGEMENT PTY LTD,
36119865,Limited Licence,WANGOOM CRICKET CLUB,720 WANGOOM ROAD,WANGOOM,3279,C/- PETER MELICAN 50 HENDERSONS LANE,WANGOOM,3279,MOYNE SHIRE COUNCIL,WANGOOM CRICKET CLUB INCORPORATED,
36119873,Limited Licence,,90 HOPETOUN ROAD,RUTHERGLEN,3685,90 HOPETOUN ROAD,RUTHERGLEN,3685,INDIGO SHIRE COUNCIL,BEN GAYFER,
36119920,Limited Licence,DUGAY'S BRIDGE WINES,194 RAITTS ROAD,BRIMIN,3685,PO BOX 311,RUTHERGLEN,3685,INDIGO SHIRE COUNCIL,DEIDRE KAYE KELLY,
36119962,Limited Licence,LAHARUM SPORTS INC,CAMERON RESERVE 1473 GRAMPIANS ROAD,LAHARUM,3401,PO BOX 1044 1473 GRAMPIANS ROAD,HORSHAM,3402,HORSHAM RURAL CITY COUNCIL,LAHARUM SPORTS INC,
36120060,Limited Licence,LINTON CRICKET CLUB,LINTON RECREATION RESERVE BROOKE STREET,LINTON,3360,23 FRASER STREET BROOKE STREET,LINTON,3360,GOLDEN PLAINS SHIRE COUNCIL,LINTON CRICKET CLUB INC,
36120078,Limited Licence,BUNDALONG HOLIDAY RESORT,7419A MURRAY VALLEY HIGHWAY,BUNDALONG,3730,7419A MURRAY VALLEY HIGHWAY,BUNDALONG,3730,MOIRA SHIRE COUNCIL,BUNDALONG HOLIDAY RESORT PTY LTD,
36120086,Limited Licence,ELLIS WINES,4B MAYFAIR PARK,BENDIGO EAST,3550,4B MAYFAIR PARK,BENDIGO EAST,3550,GREATER BENDIGO CITY COUNCIL,ELLIS WINES PTY LTD,
36120125,Limited Licence,WANDO LODGE,THE LODGE 66 EDENHOPE ROAD,CASTERTON,3311,THE LODGE 66 EDENHOPE ROAD,CASTERTON,3311,GLENELG SHIRE COUNCIL,SUSAN COOPER,
36120141,Limited Licence,RUSSELLS CREEK CLUB,PERTOBE ROAD,WARRNAMBOOL,3280,PO BOX 401,WARRNAMBOOL,3280,WARRNAMBOOL CITY COUNCIL,RUSSELLS CREEK CLUB INC,
36120214,Limited Licence,WARRNAMBOOL GOLF CLUB,YOUNGER STREET,WARRNAMBOOL,3280,PO BOX 147,WARRNAMBOOL,3280,WARRNAMBOOL CITY COUNCIL,WARRNAMBOOL GOLF CLUB INC,
36120264,Limited Licence,HI WAY 8 MOTOR INN,28 LONGFIELD STREET,STAWELL,3380,28 LONGFIELD STREET,STAWELL,3380,NORTHERN GRAMPIANS SHIRE COUNCIL,BRIAN ARTHUR GALE,
36120311,Limited Licence,TARADALE WINE & PRODUCE,120 HIGH STREET,TARADALE,3447,PO BOX 66,TARADALE,3447,MOUNT ALEXANDER SHIRE COUNCIL,MARGARET BARRY,
36120337,Limited Licence,SINGLE MALT WHISKY,271 GUYS HILL ROAD,STRATHFIELDSAYE,3551,PO BOX 849,BENDIGO,3552,GREATER BENDIGO CITY COUNCIL,SINGLE MALT WHISKY PTY LTD,
36120361,Limited Licence,THE DEAKIN UNIVERSITY CRICKET CLUB,DEAKIN UNIVERSITY JARVIS OVAL PAVILION,WAURN PONDS,3216,PO BOX 3087 JARVIS OVAL PAVILION,WAURN PONDS,3216,GREATER GEELONG CITY COUNCIL,THE DEAKIN UNIVERSITY CRICKET CLUB INC.,
36120387,Limited Licence,CASTLE MOTEL,1 DUKE STREET,CASTLEMAINE,3450,1 DUKE STREET,CASTLEMAINE,3450,MOUNT ALEXANDER SHIRE COUNCIL,COREY GIDDINGS,
36120426,Limited Licence,KOALA COUNTRY ORCHARDS,6547 MAROONDAH HIGHWAY,YARCK,3719,6547 MAROONDAH HIGHWAY,YARCK,3719,MURRINDINDI SHIRE COUNCIL,KOALA COUNTRY ORCHARDS PTY LTD,
36120492,Limited Licence,GISBORNE MASTERS AUSTRALIAN RULES FOOTBALL CLUB,SANKEY RESERVE CLUB ROOMS 7 AITKEN STREET,GISBORNE,3437,27 FRITH ROAD 7 AITKEN STREET,GISBORNE,3437,MACEDON RANGES SHIRE COUNCIL,GISBORNE MASTERS AUSTRALIAN RULES FOOTBALL CLUB INC,
36120507,Limited Licence,ROTARY CLUB OF TRAFALGAR,TRAFALGAR COMMUNITY CENTRE 105 PRINCES HIGHWAY,TRAFALGAR,3824,P O BOX 57 105 PRINCES HIGHWAY,TRAFALGAR,3824,BAW BAW SHIRE COUNCIL,ROTARY CLUB OF TRAFALGAR INC,
36120549,Limited Licence,COLAC FOOTBALL NETBALL CLUB,32-40 GRAVESEND STREET,COLAC,3250,PO BOX 34,COLAC,3250,COLAC-OTWAY SHIRE COUNCIL,COLAC FOOTBALL NETBALL CLUB INC,
36120557,Limited Licence,NIRRANDA AND DISTRICT COMMUNITY FACILITY INC,NIRRANDA RECREATION RESERVE,NIRRANDA,3268,C/- NULLAWARRE POST OFFICE,NULLAWARRE,3268,CORANGAMITE SHIRE COUNCIL,NIRRANDA AND DISTRICT COMMUNITY FACILITY INC,
36120662,Limited Licence,ROBINVALE LAWN TENNIS CLUB,MCCLENNEN DRIVE,ROBINVALE,3549,PO BOX 583,ROBINVALE,3549,SWAN HILL RURAL CITY COUNCIL,ROBINVALE LAWN TENNIS CLUB INC,
36120688,Limited Licence,DISCOVERVIN,67 NEWNAN LANE,BONEGILLA,3691,PO BOX 44,EBDEN,3691,INDIGO SHIRE COUNCIL,DISCOVERVIN PTY LTD,
36120696,Limited Licence,BIRCHIP CRICKET CLUB,GEORGE CARTRIGHT OVAL MORRISON STREET,BIRCHIP,3483,18 DUNCAN STREET MORRISON STREET,BIRCHIP,3483,BULOKE SHIRE COUNCIL,BIRCHIP CRICKET CLUB INC,
36120701,Limited Licence,CLAERWEN RETREAT,480 TUXION ROAD,APOLLO BAY,3233,PO BOX 174,APOLLO BAY,3233,COLAC-OTWAY SHIRE COUNCIL,CLAERWEN RETREAT PTY LTD,
36120769,Limited Licence,ANSTED & CO,11 FLOOD STREET,BENDIGO,3550,11 FLOOD STREET,BENDIGO,3550,GREATER BENDIGO CITY COUNCIL,NORTH HARCOURT VINEYARDS PTY LTD,
36120777,Limited Licence,CORRYONG FOOTBALL CLUB,GORDON HAMILTON CLUBROOMS CORRYONG RECREATION RESERVE,CORRYONG,3707,PO BOX 97 CORRYONG RECREATION RESERVE,CORRYONG,3707,TOWONG SHIRE COUNCIL,CORRYONG FOOTBALL CLUB INC,
36120874,Limited Licence,WAGNER BROTHERS,45 STEVENSON STREET,MURCHISON,3610,45 STEVENSON STREET,MURCHISON,3610,GREATER SHEPPARTON CITY COUNCIL,ALICE FLORENCE CUNNINGHAM,
36120905,Limited Licence,TARRA-BULGA GUESTHOUSE AND LYREBIRD CAFE,1885 GRAND RIDGE ROAD,BALOOK,3971,1885 GRAND RIDGE ROAD,BALOOK,3971,WELLINGTON SHIRE COUNCIL,NINA LARSEN,
36120921,Limited Licence,EDENHOPE GOLF CLUB,LAIDLAW AVENUE,EDENHOPE,3318,PO BOX 87,EDENHOPE,3318,WEST WIMMERA SHIRE COUNCIL,EDENHOPE GOLF CLUB INC,
36120963,Limited Licence,WARRNAMBOOL GUN CLUB,LOT 3 BUCKLEY'S ROAD,GILLEAR,3279,20 DONALDSON DRIVE,WARRNAMBOOL,3280,WARRNAMBOOL CITY COUNCIL,WARRNAMBOOL GUN CLUB INC,
36121032,Limited Licence,FOSTER RSL SUB BRANCH,46 MAIN STREET,FOSTER,3960,PO BOX 88,FOSTER,3960,SOUTH GIPPSLAND SHIRE COUNCIL,FOSTER RSL SUB BRANCH INC,
36121058,Limited Licence,SOUTH COAST DRAG RACING ASSOCIATION,95 MADEIRA PACKET ROAD,PORTLAND,3305,PO BOX 734,PORTLAND,3305,GLENELG SHIRE COUNCIL,SOUTH COAST DRAG RACING ASSOCIATION,
36121066,Limited Licence,ALEXANDRA CRICKET CLUB AND JUNIOR CRICKET CLUB,VICKERY STREET,ALEXANDRA,3714,PO BOX 191,ALEXANDRA,3714,MURRINDINDI SHIRE COUNCIL,ALEXANDRA CRICKET CLUB AND JUNIOR CRICKET CLUB INC,
36121155,Limited Licence,LEXTON CRICKET CLUB,LEXTON RECREATION RESERVE PRINCE STREET,LEXTON,3352,20 WALDY STREET PRINCE STREET,LEXTON,3352,BALLARAT CITY COUNCIL,LEXTON CRICKET CLUB INC,
36121171,Limited Licence,WOORINEN FOOTBALL & NETBALL CLUB,RESERVE ROAD,WOORINEN,3589,PO BOX 1816,SWAN HILL,3585,SWAN HILL RURAL CITY COUNCIL,WOORINEN FOOTBALL NETBALL CLUB INC,
36121197,Limited Licence,GLENGARRY FOOTBALL NETBALL CLUB INC,CAIRNBROOK ROAD,GLENGARRY,3854,PO BOX 170,GLENGARRY,3854,WELLINGTON SHIRE COUNCIL,GLENGARRY FOOTBALL NETBALL CLUB INC,
36121202,Limited Licence,EAST SHEPPARTON BOWLS CLUB,LOT 2 ZURCAS LANE,SHEPPARTON,3630,PO BOX 745 ZURCAS LANE,EAST SHEPPARTON,3630,GREATER SHEPPARTON CITY COUNCIL,EAST SHEPPARTON BOWLS CLUB INC,
36121244,Limited Licence,BRIGHT BOWLS CLUB,14 CHURCHILL AVENUE,BRIGHT,3741,PO BOX 116,BRIGHT,3741,ALPINE SHIRE COUNCIL,BRIGHT BOWLS CLUB INC,
36121286,Limited Licence,ATHLETES OF WINE,111 HIGH STREET,WOODEND,3442,111 HIGH STREET,WOODEND,3442,MACEDON RANGES SHIRE COUNCIL,LIAM O'BRIEN,
36121294,Limited Licence,TWO SISTERS CATERING,49-51 INGLEWOOD STREET,RAYWOOD,3570,PO BOX 22,RAYWOOD,3570,GREATER BENDIGO CITY COUNCIL,TWO SISTERS CATERING PTY LTD,
36121341,Limited Licence,KITHBROOKE PARK COUNTRY CLUB,350 GROSSMANS ROAD,TORQUAY,3228,350 GROSSMANS ROAD,TORQUAY,3228,SURF COAST SHIRE COUNCIL,HOLIDAY RETIREMENT CORPORATION PTY LTD,
36121359,Limited Licence,,79 POOLEYS ROAD,BARNAWARTHA,3688,79 POOLEYS ROAD,BARNAWARTHA,3688,INDIGO SHIRE COUNCIL,ALAN LEONARD WEBB-MOLE,
36121414,Limited Licence,TRENTHAM DISTRICT FOOTBALL AND NETBALL CLUB INC,25 FALLS ROAD,TRENTHAM,3458,PO BOX 133,TRENTHAM,3458,MOORABOOL SHIRE COUNCIL,TRENTHAM DISTRICT FOOTBALL AND NETBALL CLUB INC,
36121448,Limited Licence,A.D.D. PRINT,SHOP 4 361-365 OGILVIE AVENUE,ECHUCA,3564,PO BOX 640 361-365 OGILVIE AVENUE,ECHUCA,3564,CAMPASPE SHIRE COUNCIL,TAYLORS DESKTOP PUBLISHING PTY LTD,
36121480,Limited Licence,TAYLORS LAKE FOOTBALL & NETBALL CLUB INC,DOCK LAKE RECREATION RESERVE WESTERN HIGHWAY,GREEN LAKE,3401,PO BOX 229 WESTERN HIGHWAY,HORSHAM,3402,HORSHAM RURAL CITY COUNCIL,TAYLORS LAKE FOOTBALL & NETBALL CLUB INC,
36121503,Limited Licence,BALLARAT PISTOL CLUB INC,LACHLAND ROAD,INVERMAY,3352,PO BOX 2232,BALLARAT,3354,BALLARAT CITY COUNCIL,BALLARAT PISTOL CLUB INC,
36121561,Limited Licence,CAPREO HOLDINGS,760 CASTLE CREEK ROAD,CASTLE CREEK,3691,760 CASTLE CREEK ROAD,CASTLE CREEK,3691,INDIGO SHIRE COUNCIL,CAPREO HOLDINGS PTY LTD,
36121579,Limited Licence,BAIRNSDALE INTERNATIONAL,355 MAIN STREET,BAIRNSDALE,3875,355 MAIN STREET,BAIRNSDALE,3875,EAST GIPPSLAND SHIRE COUNCIL,T & M TRCH HOTEL GROUP PTY LTD,
36121626,Limited Licence,EUROA FOOTBALL NETBALL CLUB,EUROA MEMORIAL OVAL CNR SLEE & DUNN STREETS,EUROA,3666,PO BOX 208 CNR SLEE & DUNN STREETS,EUROA,3666,STRATHBOGIE SHIRE COUNCIL,EUROA FOOTBALL NETBALL CLUB INC,
36121684,Limited Licence,NAGAMBIE FOOTBALL NETBALL CLUB,NAGAMBIE RECREATION RESERVE VICKERS LANE,NAGAMBIE,3608,PO BOX 50 VICKERS LANE,NAGAMBIE,3608,STRATHBOGIE SHIRE COUNCIL,NAGAMBIE FOOTBALL NETBALL CLUB INC,
36121757,Limited Licence,QUEST PORTLAND,66 JULIA STREET,PORTLAND,3305,66 JULIA STREET,PORTLAND,3305,GLENELG SHIRE COUNCIL,Q PORTLAND PTY LTD,
36121765,Limited Licence,KIEWA-SANDY CREEK FOOTBALL CLUB,48 KIEWA EAST ROAD COULSTON PARK,TANGAMBALANGA,3691,9 KIEWA VALLEY COURT COULSTON PARK,TANGAMBALANGA,3691,INDIGO SHIRE COUNCIL,KIEWA-SANDY CREEK COMBINED FOOTBALL CLUB INC,
36121935,Limited Licence,ALLANSFORD CRICKET CLUB,ALLANSFORD RECREATION RESERVE ZIEGLER PARADE,ALLANSFORD,3277,PO BOX 2824 ZIEGLER PARADE,ALLANSFORD,3277,WARRNAMBOOL CITY COUNCIL,ALLANSFORD CRICKET CLUB INC,
